qid,docid,docno,rank,score,query
2082,91249749,msmarco_passage_45_623131157,0,55.21834511496696,at about what age do adults normally begin to lose bone mass
2082,23477323,msmarco_passage_49_487167527,1,51.21265144513154,at about what age do adults normally begin to lose bone mass
2082,57826469,msmarco_passage_49_486599463,2,51.21265144513154,at about what age do adults normally begin to lose bone mass
2082,83573799,msmarco_passage_30_709623997,3,50.86708887360002,at about what age do adults normally begin to lose bone mass
2082,4793876,msmarco_passage_10_669572296,4,50.01602756537795,at about what age do adults normally begin to lose bone mass
2082,32369024,msmarco_passage_66_702392512,5,50.01602756537795,at about what age do adults normally begin to lose bone mass
2082,108045456,msmarco_passage_10_669481249,6,50.01602756537795,at about what age do adults normally begin to lose bone mass
2082,118363716,msmarco_passage_28_625525754,7,47.69638350486473,at about what age do adults normally begin to lose bone mass
2082,120411732,msmarco_passage_34_93901849,8,47.37436134783655,at about what age do adults normally begin to lose bone mass
2082,92247232,msmarco_passage_47_611882979,9,47.17388335025582,at about what age do adults normally begin to lose bone mass
2082,86682470,msmarco_passage_37_336752759,10,47.13957171513818,at about what age do adults normally begin to lose bone mass
2082,69480852,msmarco_passage_02_179210433,11,46.42234802301033,at about what age do adults normally begin to lose bone mass
2082,69505570,msmarco_passage_02_215970697,12,46.42234802301033,at about what age do adults normally begin to lose bone mass
2082,117710513,msmarco_passage_27_502238343,13,46.42234802301033,at about what age do adults normally begin to lose bone mass
2082,105837039,msmarco_passage_06_728442920,14,46.15100628437264,at about what age do adults normally begin to lose bone mass
2082,128531599,msmarco_passage_48_544808271,15,46.15100628437264,at about what age do adults normally begin to lose bone mass
2082,3392690,msmarco_passage_07_668691835,16,45.975787745135584,at about what age do adults normally begin to lose bone mass
2082,3405663,msmarco_passage_07_693339166,17,45.975787745135584,at about what age do adults normally begin to lose bone mass
2082,11151314,msmarco_passage_24_132569288,18,45.975787745135584,at about what age do adults normally begin to lose bone mass
2082,45374596,msmarco_passage_24_115356547,19,45.975787745135584,at about what age do adults normally begin to lose bone mass
2082,45379477,msmarco_passage_24_124648822,20,45.975787745135584,at about what age do adults normally begin to lose bone mass
2082,45404460,msmarco_passage_24_169139765,21,45.975787745135584,at about what age do adults normally begin to lose bone mass
2082,80379458,msmarco_passage_24_131421371,22,45.975787745135584,at about what age do adults normally begin to lose bone mass
