qid,docid,docno,rank,score,query
2000511,104905823,msmarco_passage_05_149863652,0,51.26849932411659,average bahamas temperature at the end of october
2000511,73948958,msmarco_passage_10_615818416,1,49.84685600196232,average bahamas temperature at the end of october
2000511,234303,msmarco_passage_00_491587144,2,47.236517156704735,average bahamas temperature at the end of october
2000511,102623374,msmarco_passage_00_491588004,3,46.65771385829283,average bahamas temperature at the end of october
2000511,73948955,msmarco_passage_10_615816159,4,40.19593337656124,average bahamas temperature at the end of october
2000511,68459285,msmarco_passage_00_491587509,5,39.89967820743027,average bahamas temperature at the end of october
2000511,39045632,msmarco_passage_10_615818671,6,39.63930775296555,average bahamas temperature at the end of october
2000511,73948957,msmarco_passage_10_615817879,7,38.79070769052776,average bahamas temperature at the end of october
2000511,93164826,msmarco_passage_49_455849816,8,38.66922998443272,average bahamas temperature at the end of october
2000511,71104546,msmarco_passage_05_149861900,9,38.59070794131866,average bahamas temperature at the end of october
2000511,104905822,msmarco_passage_05_149862276,10,38.59070794131866,average bahamas temperature at the end of october
2000511,2309756,msmarco_passage_05_378632605,11,38.121951740957634,average bahamas temperature at the end of october
2000511,54486436,msmarco_passage_42_804156045,12,38.121951740957634,average bahamas temperature at the end of october
2000511,20090040,msmarco_passage_42_718305309,13,38.038586925060315,average bahamas temperature at the end of october
2000511,32304536,msmarco_passage_66_599375738,14,37.72872912444262,average bahamas temperature at the end of october
2000511,32305911,msmarco_passage_66_600883876,15,37.72872912444262,average bahamas temperature at the end of october
2000511,39044991,msmarco_passage_10_614913923,16,37.72872912444262,average bahamas temperature at the end of october
2000511,73948379,msmarco_passage_10_615003099,17,37.72872912444262,average bahamas temperature at the end of october
2000511,73948598,msmarco_passage_10_615327272,18,37.72872912444262,average bahamas temperature at the end of october
2000511,108009183,msmarco_passage_10_614377904,19,37.72872912444262,average bahamas temperature at the end of october
2000511,37224003,msmarco_passage_06_626441411,20,37.29633731163872,average bahamas temperature at the end of october
2000511,234302,msmarco_passage_00_491585864,21,37.202712546618315,average bahamas temperature at the end of october
2000511,68459277,msmarco_passage_00_491577545,22,37.202712546618315,average bahamas temperature at the end of october
2000511,68459282,msmarco_passage_00_491583772,23,37.202712546618315,average bahamas temperature at the end of october
2000511,102623369,msmarco_passage_00_491581743,24,37.202712546618315,average bahamas temperature at the end of october
2000511,86704361,msmarco_passage_37_356024020,25,37.09339400630931,average bahamas temperature at the end of october
2000511,17343010,msmarco_passage_36_63020225,26,36.983513291429475,average bahamas temperature at the end of october
2000511,36355370,msmarco_passage_04_767995594,27,36.93794056152267,average bahamas temperature at the end of october
2000511,124731320,msmarco_passage_40_761768906,28,36.93794056152267,average bahamas temperature at the end of october
2000511,104905821,msmarco_passage_05_149860973,29,36.91713771996028,average bahamas temperature at the end of october
2000511,71104550,msmarco_passage_05_149867206,30,36.636542495778414,average bahamas temperature at the end of october
2000511,2190192,msmarco_passage_05_149861451,31,35.93405318457046,average bahamas temperature at the end of october
2000511,104582723,msmarco_passage_04_485676270,32,35.85067374182574,average bahamas temperature at the end of october
2000511,73948959,msmarco_passage_10_615818953,33,35.81892971119957,average bahamas temperature at the end of october
2000511,104905824,msmarco_passage_05_149864942,34,35.62789723783098,average bahamas temperature at the end of october
2000511,8013019,msmarco_passage_17_481138581,35,35.50894892550149,average bahamas temperature at the end of october
2000511,77994887,msmarco_passage_19_131101736,36,35.50894892550149,average bahamas temperature at the end of october
2000511,2190193,msmarco_passage_05_149862652,37,35.326999333881695,average bahamas temperature at the end of october
2000511,2190194,msmarco_passage_05_149864040,38,35.326999333881695,average bahamas temperature at the end of october
2000511,71104547,msmarco_passage_05_149863159,39,35.326999333881695,average bahamas temperature at the end of october
2000511,234293,msmarco_passage_00_491574814,40,35.30405048255929,average bahamas temperature at the end of october
2000511,68459273,msmarco_passage_00_491572639,41,35.30405048255929,average bahamas temperature at the end of october
2000511,68459278,msmarco_passage_00_491578736,42,35.30405048255929,average bahamas temperature at the end of october
2000511,68459283,msmarco_passage_00_491585086,43,35.30405048255929,average bahamas temperature at the end of october
2000511,124730897,msmarco_passage_40_761581427,44,34.83299722708613,average bahamas temperature at the end of october
2000511,36501538,msmarco_passage_05_150144501,45,34.79369953991087,average bahamas temperature at the end of october
2000511,2190191,msmarco_passage_05_149859903,46,34.79110161329519,average bahamas temperature at the end of october
2000511,20090832,msmarco_passage_42_719973225,47,34.652612931421466,average bahamas temperature at the end of october
2000511,117802508,msmarco_passage_27_641896909,48,34.57948829844481,average bahamas temperature at the end of october
2000511,104527799,msmarco_passage_04_396125449,49,34.52956420252269,average bahamas temperature at the end of october
2000511,234297,msmarco_passage_00_491579617,50,34.49587693974139,average bahamas temperature at the end of october
2000511,71239431,msmarco_passage_05_377981949,51,34.49587693974139,average bahamas temperature at the end of october
2000511,89850353,msmarco_passage_42_802936200,52,34.49587693974139,average bahamas temperature at the end of october
2000511,102623364,msmarco_passage_00_491575627,53,34.49587693974139,average bahamas temperature at the end of october
2000511,37354780,msmarco_passage_07_3190171,54,34.204536581592784,average bahamas temperature at the end of october
2000511,75048539,msmarco_passage_12_862074597,55,34.19255916626604,average bahamas temperature at the end of october
2000511,75049416,msmarco_passage_12_862443063,56,34.19255916626604,average bahamas temperature at the end of october
2000511,36824762,msmarco_passage_05_742749263,57,34.109636460659786,average bahamas temperature at the end of october
2000511,103029799,msmarco_passage_01_427778083,58,33.932296811737174,average bahamas temperature at the end of october
2000511,234292,msmarco_passage_00_491573456,59,33.78887246225031,average bahamas temperature at the end of october
2000511,105925815,msmarco_passage_07_34912,60,33.78032604956361,average bahamas temperature at the end of october
2000511,104527795,msmarco_passage_04_396123787,61,33.766293968221134,average bahamas temperature at the end of october
2000511,65687481,msmarco_passage_64_791140526,62,33.653010823354144,average bahamas temperature at the end of october
2000511,71104548,msmarco_passage_05_149864532,63,33.60340223019924,average bahamas temperature at the end of october
2000511,72762632,msmarco_passage_08_307005624,64,33.54562515376968,average bahamas temperature at the end of october
2000511,54970775,msmarco_passage_43_769865088,65,33.446705923727464,average bahamas temperature at the end of october
2000511,75049299,msmarco_passage_12_862394699,66,33.44072109486962,average bahamas temperature at the end of october
2000511,104746424,msmarco_passage_04_748629533,67,33.29659126024716,average bahamas temperature at the end of october
2000511,124651742,msmarco_passage_40_621830862,68,33.29659126024716,average bahamas temperature at the end of october
2000511,94257419,msmarco_passage_51_595861721,69,33.271702571696736,average bahamas temperature at the end of october
2000511,12860054,msmarco_passage_27_641901272,70,33.12321396808369,average bahamas temperature at the end of october
2000511,68459280,msmarco_passage_00_491581248,71,33.120957375165574,average bahamas temperature at the end of october
2000511,75048589,msmarco_passage_12_862094483,72,33.05843913702435,average bahamas temperature at the end of october
2000511,93164827,msmarco_passage_49_455851642,73,32.9652250789521,average bahamas temperature at the end of october
2000511,51199503,msmarco_passage_35_537342257,74,32.85065409256374,average bahamas temperature at the end of october
2000511,120881938,msmarco_passage_35_35042348,75,32.81044234392457,average bahamas temperature at the end of october
2000511,51501801,msmarco_passage_36_62999179,76,32.804012328982274,average bahamas temperature at the end of october
2000511,36500153,msmarco_passage_05_147480830,77,32.783465774795715,average bahamas temperature at the end of october
2000511,65687486,msmarco_passage_64_791142557,78,32.70151492086474,average bahamas temperature at the end of october
2000511,37353971,msmarco_passage_07_1446618,79,32.63244571577942,average bahamas temperature at the end of october
2000511,53910569,msmarco_passage_41_667886956,80,32.63217143506566,average bahamas temperature at the end of october
2000511,71105347,msmarco_passage_05_150825861,81,32.60343060129282,average bahamas temperature at the end of october
2000511,117802513,msmarco_passage_27_641903457,82,32.491438151694815,average bahamas temperature at the end of october
2000511,105926950,msmarco_passage_07_1651993,83,32.33381864695937,average bahamas temperature at the end of october
2000511,105357743,msmarco_passage_05_857276828,84,32.33323675889153,average bahamas temperature at the end of october
2000511,124730878,msmarco_passage_40_761572608,85,32.265820178517515,average bahamas temperature at the end of october
